Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
True,3,female,18.0,0,0,7.4958,s
False,3,male,8.0,4,1,29.125,q
True,3,male,1.0,1,2,20.575,s
False,1,male,46.0,0,0,79.2,c
False,2,male,16.0,0,0,26.0,s
False,1,male,,0,0,30.6958,c
False,3,male,25.0,0,0,7.8958,s
False,2,male,39.0,0,0,13.0,s
True,1,female,49.0,0,0,25.9292,s
True,3,female,31.0,0,0,8.6833,s
False,3,male,30.0,0,0,7.2292,c
False,3,female,30.0,1,1,24.15,s
True,2,female,31.0,1,1,26.25,s
True,1,male,11.0,1,2,120.0,s
True,3,male,0.0,0,1,8.5167,c
True,3,male,27.0,0,0,6.975,s
False,3,male,31.0,0,0,7.775,s
False,1,male,39.0,0,0,0.0,s
False,3,female,18.0,0,0,7.775,s
True,1,female,33.0,1,0,53.1,s
False,3,male,26.0,0,0,7.8875,s
False,3,male,39.0,0,0,24.15,s
False,2,male,35.0,0,0,10.5,s
False,3,female,6.0,4,2,31.275,s
False,3,female,23.0,0,0,7.925,s
False,2,male,31.0,1,1,37.0042,c
False,3,male,43.0,0,0,6.45,s
False,3,male,10.0,3,2,27.9,s
True,1,female,52.0,1,1,93.5,s
True,3,male,27.0,0,0,8.6625,s
False,1,male,38.0,0,0,0.0,s
True,3,female,27.0,0,1,12.475,s
False,3,male,2.0,4,1,39.6875,s
False,3,male,,0,0,6.95,q
False,3,male,,0,0,56.4958,s
True,,nan,1.0,0,2,37.0042,nan
True,3,male,,0,0,7.75,q
True,1,female,62.0,0,0,80.0,nan
True,,nan,15.0,1,0,14.4542,nan
True,2,male,1.0,1,1,18.75,s
False,3,male,23.0,0,0,7.8542,s
False,3,male,18.0,0,0,8.3,s
True,1,female,39.0,1,1,83.1583,c
False,3,male,21.0,0,0,8.6625,s
True,1,male,,0,0,29.7,c
False,3,male,20.0,0,0,7.925,s
False,2,male,16.0,0,0,10.5,s
True,1,female,30.0,0,0,31.0,c
False,3,male,34.0,0,0,6.4375,c
False,3,male,42.0,0,0,7.55,s
False,3,male,35.0,0,0,7.8958,c
False,2,male,28.0,0,1,33.0,s
True,1,female,,1,0,89.1042,c
False,3,male,4.0,4,2,31.275,s
False,3,male,74.0,0,0,7.775,s
False,3,female,9.0,1,1,15.2458,c
True,,nan,16.0,0,1,39.4,nan
False,2,female,44.0,1,0,26.0,s
True,3,female,18.0,0,1,9.35,s
True,1,female,45.0,1,1,164.8667,s
True,1,male,51.0,0,0,26.55,s
True,3,female,24.0,0,3,19.2583,c
False,3,male,41.0,2,0,14.1083,s
False,2,male,21.0,1,0,11.5,s
True,,nan,48.0,0,0,25.9292,nan
False,2,male,24.0,0,0,13.0,s
True,2,female,42.0,0,0,13.0,s
True,2,female,27.0,1,0,13.8583,c
False,1,male,31.0,0,0,50.4958,s
False,3,male,,0,0,9.5,s
True,,nan,4.0,1,1,11.1333,nan
True,1,female,47.0,1,1,52.5542,s
False,1,male,33.0,0,0,5.0,s
False,3,male,47.0,0,0,9.0,s
True,2,female,28.0,1,0,24.0,c
True,3,female,15.0,0,0,7.225,c
False,3,male,20.0,0,0,9.8458,s
True,1,female,56.0,0,1,83.1583,c
True,,nan,25.0,0,1,26.0,nan
False,3,male,33.0,0,0,7.8958,s
False,3,female,22.0,0,0,10.5167,s
False,2,male,28.0,0,0,10.5,s
False,3,female,39.0,0,5,29.125,q
True,1,female,19.0,0,0,30.0,s
False,3,female,,1,2,23.45,s
True,1,male,26.0,0,0,30.0,c
False,3,male,32.0,0,0,7.75,q
